"regiao","estado","casosNovos","casosAcumulados","obitosNovos","obitosAcumulados","date"
"Norte","AM",0,0,0,0,2020-03-14
"Norte","AM",0,0,0,0,2020-03-15
"Norte","AM",0,0,0,0,2020-03-16
"Norte","AM",1,1,0,0,2020-03-17
"Norte","AM",0,1,0,0,2020-03-18
"Norte","AM",0,1,0,0,2020-03-19
"Norte","AM",0,1,0,0,2020-03-20
"Norte","AM",2,3,0,0,2020-03-21
"Norte","AM",0,3,0,0,2020-03-22
"Norte","AM",8,11,0,0,2020-03-23
"Norte","AM",15,26,0,0,2020-03-24
"Norte","AM",6,32,0,0,2020-03-25
"Norte","AM",15,47,0,0,2020-03-26
"Norte","AM",7,54,1,1,2020-03-27
"Norte","AM",13,67,0,1,2020-03-28
"Norte","AM",14,81,0,1,2020-03-29
"Norte","AM",30,111,0,1,2020-03-30
"Norte","AM",29,140,0,1,2020-03-31
"Norte","AM",11,151,0,1,2020-04-01
"Norte","AM",24,175,2,3,2020-04-02
"Norte","AM",25,200,0,3,2020-04-03
"Norte","AM",29,229,0,3,2020-04-04
"Norte","AM",31,260,4,7,2020-04-05
"Norte","AM",51,311,5,12,2020-04-06
"Norte","AM",106,417,2,14,2020-04-07
"Norte","AM",115,532,5,19,2020-04-08
"Norte","RR",0,0,0,0,2020-02-01
"Norte","RR",0,0,0,0,2020-02-02
"Norte","RR",0,0,0,0,2020-02-03
"Norte","RR",0,0,0,0,2020-02-04
"Norte","RR",0,0,0,0,2020-02-05
"Norte","RR",0,0,0,0,2020-02-06
"Norte","RR",0,0,0,0,2020-02-07
"Norte","RR",0,0,0,0,2020-02-08
"Norte","RR",0,0,0,0,2020-02-09
"Norte","RR",0,0,0,0,2020-02-10
"Norte","RR",0,0,0,0,2020-02-11
"Norte","RR",0,0,0,0,2020-02-12
"Norte","RR",0,0,0,0,2020-02-13
"Norte","RR",0,0,0,0,2020-02-14
"Norte","RR",0,0,0,0,2020-02-15
"Norte","RR",0,0,0,0,2020-02-16
"Norte","RR",0,0,0,0,2020-02-17
"Norte","RR",0,0,0,0,2020-02-18
"Norte","RR",0,0,0,0,2020-02-19
"Norte","RR",0,0,0,0,2020-02-20
"Norte","RR",0,0,0,0,2020-02-21
"Norte","RR",0,0,0,0,2020-02-22
"Norte","RR",0,0,0,0,2020-02-23
"Norte","RR",0,0,0,0,2020-02-24
"Norte","RR",0,0,0,0,2020-02-25
"Norte","RR",0,0,0,0,2020-02-26
"Norte","RR",0,0,0,0,2020-02-27
"Norte","RR",0,0,0,0,2020-02-28
"Norte","RR",0,0,0,0,2020-02-29
"Norte","RR",0,0,0,0,2020-03-01
"Norte","RR",0,0,0,0,2020-03-02
"Norte","RR",0,0,0,0,2020-03-03
"Norte","RR",0,0,0,0,2020-03-04
"Norte","RR",0,0,0,0,2020-03-05
"Norte","RR",0,0,0,0,2020-03-06
"Norte","RR",0,0,0,0,2020-03-07
"Norte","RR",0,0,0,0,2020-03-08
"Norte","RR",0,0,0,0,2020-03-09
"Norte","RR",0,0,0,0,2020-03-10
"Norte","RR",0,0,0,0,2020-03-11
"Norte","RR",0,0,0,0,2020-03-12
"Norte","RR",0,0,0,0,2020-03-13
"Norte","RR",0,0,0,0,2020-03-14
"Norte","RR",0,0,0,0,2020-03-15
"Norte","RR",0,0,0,0,2020-03-16
"Norte","RR",0,0,0,0,2020-03-17
"Norte","RR",0,0,0,0,2020-03-18
"Norte","RR",0,0,0,0,2020-03-19
"Norte","RR",0,0,0,0,2020-03-20
"Norte","RR",0,0,0,0,2020-03-21
"Norte","RR",0,0,0,0,2020-03-22
"Norte","RR",0,0,0,0,2020-03-23
"Norte","RR",2,2,0,0,2020-03-24
"Norte","RR",0,2,0,0,2020-03-25
"Norte","RR",0,2,0,0,2020-03-26
"Norte","RR",6,8,0,0,2020-03-27
"Norte","RR",0,8,0,0,2020-03-28
"Norte","RR",2,10,0,0,2020-03-29
"Norte","RR",2,12,0,0,2020-03-30
"Norte","RR",4,16,0,0,2020-03-31
"Norte","RR",0,16,0,0,2020-04-01
"Norte","RR",0,16,0,0,2020-04-02
"Norte","RR",6,22,0,0,2020-04-03
"Norte","RR",4,26,0,0,2020-04-04
"Norte","RR",4,30,0,0,2020-04-05
"Norte","RR",7,37,1,1,2020-04-06
"Norte","RR",5,42,0,1,2020-04-07
"Norte","RR",0,42,0,1,2020-04-08
"Norte","PA",0,0,0,0,2020-02-01
"Norte","PA",0,0,0,0,2020-02-02
"Norte","PA",0,0,0,0,2020-02-03
"Norte","PA",0,0,0,0,2020-02-04
"Norte","PA",0,0,0,0,2020-02-05
"Norte","PA",0,0,0,0,2020-02-06
"Norte","PA",0,0,0,0,2020-02-07
"Norte","PA",0,0,0,0,2020-02-08
"Norte","PA",0,0,0,0,2020-02-09
"Norte","PA",0,0,0,0,2020-02-10
"Norte","PA",0,0,0,0,2020-02-11
"Norte","PA",0,0,0,0,2020-02-12
"Norte","PA",0,0,0,0,2020-02-13
"Norte","PA",0,0,0,0,2020-02-14
"Norte","PA",0,0,0,0,2020-02-15
"Norte","PA",0,0,0,0,2020-02-16
"Norte","PA",0,0,0,0,2020-02-17
"Norte","PA",0,0,0,0,2020-02-18
"Norte","PA",0,0,0,0,2020-02-19
"Norte","PA",0,0,0,0,2020-02-20
"Norte","PA",0,0,0,0,2020-02-21
"Norte","PA",0,0,0,0,2020-02-22
"Norte","PA",0,0,0,0,2020-02-23
"Norte","PA",0,0,0,0,2020-02-24
"Norte","PA",0,0,0,0,2020-02-25
"Norte","PA",0,0,0,0,2020-02-26
"Norte","PA",0,0,0,0,2020-02-27
"Norte","PA",0,0,0,0,2020-02-28
"Norte","PA",0,0,0,0,2020-02-29
"Norte","PA",0,0,0,0,2020-03-01
"Norte","PA",0,0,0,0,2020-03-02
"Norte","PA",0,0,0,0,2020-03-03
"Norte","PA",0,0,0,0,2020-03-04
"Norte","PA",0,0,0,0,2020-03-05
"Norte","PA",0,0,0,0,2020-03-06
"Norte","PA",0,0,0,0,2020-03-07
"Norte","PA",0,0,0,0,2020-03-08
"Norte","PA",0,0,0,0,2020-03-09
"Norte","PA",0,0,0,0,2020-03-10
"Norte","PA",0,0,0,0,2020-03-11
"Norte","PA",0,0,0,0,2020-03-12
"Norte","PA",0,0,0,0,2020-03-13
"Norte","PA",0,0,0,0,2020-03-14
"Norte","PA",0,0,0,0,2020-03-15
"Norte","PA",0,0,0,0,2020-03-16
"Norte","PA",0,0,0,0,2020-03-17
"Norte","PA",0,0,0,0,2020-03-18
"Norte","PA",0,0,0,0,2020-03-19
"Norte","PA",0,0,0,0,2020-03-20
"Norte","PA",1,1,0,0,2020-03-21
"Norte","PA",1,2,0,0,2020-03-22
"Norte","PA",0,2,0,0,2020-03-23
"Norte","PA",2,4,0,0,2020-03-24
"Norte","PA",1,5,0,0,2020-03-25
"Norte","PA",0,5,0,0,2020-03-26
"Norte","PA",2,7,0,0,2020-03-27
"Norte","PA",6,13,0,0,2020-03-28
"Norte","PA",0,13,0,0,2020-03-29
"Norte","PA",4,17,0,0,2020-03-30
"Norte","PA",1,18,0,0,2020-03-31
"Norte","PA",3,21,0,0,2020-04-01
"Norte","PA",11,32,0,0,2020-04-02
"Norte","PA",8,40,1,1,2020-04-03
"Norte","PA",6,46,0,1,2020-04-04
"Norte","PA",4,50,0,1,2020-04-05
"Norte","PA",30,80,0,1,2020-04-06
"Norte","PA",6,86,0,1,2020-04-07
"Norte","PA",16,102,2,3,2020-04-08
"Norte","AP",0,0,0,0,2020-02-01
"Norte","AP",0,0,0,0,2020-02-02
"Norte","AP",0,0,0,0,2020-02-03
"Norte","AP",0,0,0,0,2020-02-04
"Norte","AP",0,0,0,0,2020-02-05
"Norte","AP",0,0,0,0,2020-02-06
"Norte","AP",0,0,0,0,2020-02-07
"Norte","AP",0,0,0,0,2020-02-08
"Norte","AP",0,0,0,0,2020-02-09
"Norte","AP",0,0,0,0,2020-02-10
"Norte","AP",0,0,0,0,2020-02-11
"Norte","AP",0,0,0,0,2020-02-12
"Norte","AP",0,0,0,0,2020-02-13
"Norte","AP",0,0,0,0,2020-02-14
"Norte","AP",0,0,0,0,2020-02-15
"Norte","AP",0,0,0,0,2020-02-16
"Norte","AP",0,0,0,0,2020-02-17
"Norte","AP",0,0,0,0,2020-02-18
"Norte","AP",0,0,0,0,2020-02-19
"Norte","AP",0,0,0,0,2020-02-20
"Norte","AP",0,0,0,0,2020-02-21
"Norte","AP",0,0,0,0,2020-02-22
"Norte","AP",0,0,0,0,2020-02-23
"Norte","AP",0,0,0,0,2020-02-24
"Norte","AP",0,0,0,0,2020-02-25
"Norte","AP",0,0,0,0,2020-02-26
"Norte","AP",0,0,0,0,2020-02-27
"Norte","AP",0,0,0,0,2020-02-28
"Norte","AP",0,0,0,0,2020-02-29
"Norte","AP",0,0,0,0,2020-03-01
"Norte","AP",0,0,0,0,2020-03-02
"Norte","AP",0,0,0,0,2020-03-03
"Norte","AP",0,0,0,0,2020-03-04
"Norte","AP",0,0,0,0,2020-03-05
"Norte","AP",0,0,0,0,2020-03-06
"Norte","AP",0,0,0,0,2020-03-07
"Norte","AP",0,0,0,0,2020-03-08
"Norte","AP",0,0,0,0,2020-03-09
"Norte","AP",0,0,0,0,2020-03-10
"Norte","AP",0,0,0,0,2020-03-11
"Norte","AP",0,0,0,0,2020-03-12
"Norte","AP",0,0,0,0,2020-03-13
"Norte","AP",0,0,0,0,2020-03-14
"Norte","AP",0,0,0,0,2020-03-15
"Norte","AP",0,0,0,0,2020-03-16
"Norte","AP",0,0,0,0,2020-03-17
"Norte","AP",0,0,0,0,2020-03-18
"Norte","AP",0,0,0,0,2020-03-19
"Norte","AP",0,0,0,0,2020-03-20
"Norte","AP",0,0,0,0,2020-03-21
"Norte","AP",1,1,0,0,2020-03-22
"Norte","AP",0,1,0,0,2020-03-23
"Norte","AP",0,1,0,0,2020-03-24
"Norte","AP",0,1,0,0,2020-03-25
"Norte","AP",0,1,0,0,2020-03-26
"Norte","AP",0,1,0,0,2020-03-27
"Norte","AP",1,2,0,0,2020-03-28
"Norte","AP",0,2,0,0,2020-03-29
"Norte","AP",2,4,0,0,2020-03-30
"Norte","AP",0,4,0,0,2020-03-31
"Norte","AP",4,8,0,0,2020-04-01
"Norte","AP",2,10,0,0,2020-04-02
"Norte","AP",1,11,0,0,2020-04-03
"Norte","AP",0,11,0,0,2020-04-04
"Norte","AP",8,19,0,0,2020-04-05
"Norte","AP",9,28,1,1,2020-04-06
"Norte","AP",1,29,1,2,2020-04-07
"Norte","AP",5,34,0,2,2020-04-08
"Norte","TO",0,0,0,0,2020-02-01
"Norte","TO",0,0,0,0,2020-02-02
"Norte","TO",0,0,0,0,2020-02-03
"Norte","TO",0,0,0,0,2020-02-04
"Norte","TO",0,0,0,0,2020-02-05
"Norte","TO",0,0,0,0,2020-02-06
"Norte","TO",0,0,0,0,2020-02-07
"Norte","TO",0,0,0,0,2020-02-08
"Norte","TO",0,0,0,0,2020-02-09
"Norte","TO",0,0,0,0,2020-02-10
"Norte","TO",0,0,0,0,2020-02-11
"Norte","TO",0,0,0,0,2020-02-12
"Norte","TO",0,0,0,0,2020-02-13
"Norte","TO",0,0,0,0,2020-02-14
"Norte","TO",0,0,0,0,2020-02-15
"Norte","TO",0,0,0,0,2020-02-16
"Norte","TO",0,0,0,0,2020-02-17
"Norte","TO",0,0,0,0,2020-02-18
"Norte","TO",0,0,0,0,2020-02-19
"Norte","TO",0,0,0,0,2020-02-20
"Norte","TO",0,0,0,0,2020-02-21
"Norte","TO",0,0,0,0,2020-02-22
"Norte","TO",0,0,0,0,2020-02-23
"Norte","TO",0,0,0,0,2020-02-24
"Norte","TO",0,0,0,0,2020-02-25
"Norte","TO",0,0,0,0,2020-02-26
"Norte","TO",0,0,0,0,2020-02-27
"Norte","TO",0,0,0,0,2020-02-28
"Norte","TO",0,0,0,0,2020-02-29
"Norte","TO",0,0,0,0,2020-03-01
"Norte","TO",0,0,0,0,2020-03-02
"Norte","TO",0,0,0,0,2020-03-03
"Norte","TO",0,0,0,0,2020-03-04
"Norte","TO",0,0,0,0,2020-03-05
"Norte","TO",0,0,0,0,2020-03-06
"Norte","TO",0,0,0,0,2020-03-07
"Norte","TO",0,0,0,0,2020-03-08
"Norte","TO",0,0,0,0,2020-03-09
"Norte","TO",0,0,0,0,2020-03-10
"Norte","TO",0,0,0,0,2020-03-11
"Norte","TO",0,0,0,0,2020-03-12
"Norte","TO",0,0,0,0,2020-03-13
"Norte","TO",0,0,0,0,2020-03-14
"Norte","TO",0,0,0,0,2020-03-15
"Norte","TO",0,0,0,0,2020-03-16
"Norte","TO",0,0,0,0,2020-03-17
"Norte","TO",0,0,0,0,2020-03-18
"Norte","TO",0,0,0,0,2020-03-19
"Norte","TO",0,0,0,0,2020-03-20
"Norte","TO",1,1,0,0,2020-03-21
"Norte","TO",0,1,0,0,2020-03-22
"Norte","TO",1,2,0,0,2020-03-23
"Norte","TO",0,2,0,0,2020-03-24
"Norte","TO",3,5,0,0,2020-03-25
"Norte","TO",2,7,0,0,2020-03-26
"Norte","TO",0,7,0,0,2020-03-27
"Norte","TO",0,7,0,0,2020-03-28
"Norte","TO",1,8,0,0,2020-03-29
"Norte","TO",1,9,0,0,2020-03-30
"Norte","TO",0,9,0,0,2020-03-31
"Norte","TO",1,10,0,0,2020-04-01
"Norte","TO",1,11,0,0,2020-04-02
"Norte","TO",1,12,0,0,2020-04-03
"Norte","TO",0,12,0,0,2020-04-04
"Norte","TO",0,12,0,0,2020-04-05
"Norte","TO",2,14,0,0,2020-04-06
"Norte","TO",3,17,0,0,2020-04-07
"Norte","TO",0,17,0,0,2020-04-08
"Nordeste","MA",0,0,0,0,2020-02-01
"Nordeste","MA",0,0,0,0,2020-02-02
"Nordeste","MA",0,0,0,0,2020-02-03
"Nordeste","MA",0,0,0,0,2020-02-04
"Nordeste","MA",0,0,0,0,2020-02-05
"Nordeste","MA",0,0,0,0,2020-02-06
"Nordeste","MA",0,0,0,0,2020-02-07
"Nordeste","MA",0,0,0,0,2020-02-08
"Nordeste","MA",0,0,0,0,2020-02-09
"Nordeste","MA",0,0,0,0,2020-02-10
"Nordeste","MA",0,0,0,0,2020-02-11
"Nordeste","MA",0,0,0,0,2020-02-12
"Nordeste","MA",0,0,0,0,2020-02-13
"Nordeste","MA",0,0,0,0,2020-02-14
"Nordeste","MA",0,0,0,0,2020-02-15
"Nordeste","MA",0,0,0,0,2020-02-16
"Nordeste","MA",0,0,0,0,2020-02-17
"Nordeste","MA",0,0,0,0,2020-02-18
"Nordeste","MA",0,0,0,0,2020-02-19
"Nordeste","MA",0,0,0,0,2020-02-20
"Nordeste","MA",0,0,0,0,2020-02-21
"Nordeste","MA",0,0,0,0,2020-02-22
"Nordeste","MA",0,0,0,0,2020-02-23
"Nordeste","MA",0,0,0,0,2020-02-24
"Nordeste","MA",0,0,0,0,2020-02-25
"Nordeste","MA",0,0,0,0,2020-02-26
"Nordeste","MA",0,0,0,0,2020-02-27
"Nordeste","MA",0,0,0,0,2020-02-28
"Nordeste","MA",0,0,0,0,2020-02-29
"Nordeste","MA",0,0,0,0,2020-03-01
"Nordeste","MA",0,0,0,0,2020-03-02
"Nordeste","MA",0,0,0,0,2020-03-03
"Nordeste","MA",0,0,0,0,2020-03-04
"Nordeste","MA",0,0,0,0,2020-03-05
"Nordeste","MA",0,0,0,0,2020-03-06
"Nordeste","MA",0,0,0,0,2020-03-07
"Nordeste","MA",0,0,0,0,2020-03-08
"Nordeste","MA",0,0,0,0,2020-03-09
"Nordeste","MA",0,0,0,0,2020-03-10
"Nordeste","MA",0,0,0,0,2020-03-11
"Nordeste","MA",0,0,0,0,2020-03-12
"Nordeste","MA",0,0,0,0,2020-03-13
"Nordeste","MA",0,0,0,0,2020-03-14
"Nordeste","MA",0,0,0,0,2020-03-15
"Nordeste","MA",0,0,0,0,2020-03-16
"Nordeste","MA",0,0,0,0,2020-03-17
"Nordeste","MA",0,0,0,0,2020-03-18
"Nordeste","MA",0,0,0,0,2020-03-19
"Nordeste","MA",0,0,0,0,2020-03-20
"Nordeste","MA",0,0,0,0,2020-03-21
"Nordeste","MA",0,0,0,0,2020-03-22
"Nordeste","MA",1,1,0,0,2020-03-23
"Nordeste","MA",1,2,0,0,2020-03-24
"Nordeste","MA",0,2,0,0,2020-03-25
"Nordeste","MA",6,8,0,0,2020-03-26
"Nordeste","MA",0,8,0,0,2020-03-27
"Nordeste","MA",2,10,0,0,2020-03-28
"Nordeste","MA",3,13,0,0,2020-03-29
"Nordeste","MA",1,14,0,0,2020-03-30
"Nordeste","MA",2,16,0,0,2020-03-31
"Nordeste","MA",7,23,1,1,2020-04-01
"Nordeste","MA",8,31,0,1,2020-04-02
"Nordeste","MA",21,52,0,1,2020-04-03
"Nordeste","MA",19,71,0,1,2020-04-04
"Nordeste","MA",10,81,0,1,2020-04-05
"Nordeste","MA",7,88,0,1,2020-04-06
"Nordeste","MA",8,96,1,2,2020-04-07
"Nordeste","MA",37,133,0,2,2020-04-08
"Nordeste","PI",0,0,0,0,2020-02-01
"Nordeste","PI",0,0,0,0,2020-02-02
"Nordeste","PI",0,0,0,0,2020-02-03
"Nordeste","PI",0,0,0,0,2020-02-04
"Nordeste","PI",0,0,0,0,2020-02-05
"Nordeste","PI",0,0,0,0,2020-02-06
"Nordeste","PI",0,0,0,0,2020-02-07
"Nordeste","PI",0,0,0,0,2020-02-08
"Nordeste","PI",0,0,0,0,2020-02-09
"Nordeste","PI",0,0,0,0,2020-02-10
"Nordeste","PI",0,0,0,0,2020-02-11
"Nordeste","PI",0,0,0,0,2020-02-12
"Nordeste","PI",0,0,0,0,2020-02-13
"Nordeste","PI",0,0,0,0,2020-02-14
"Nordeste","PI",0,0,0,0,2020-02-15
"Nordeste","PI",0,0,0,0,2020-02-16
"Nordeste","PI",0,0,0,0,2020-02-17
"Nordeste","PI",0,0,0,0,2020-02-18
"Nordeste","PI",0,0,0,0,2020-02-19
"Nordeste","PI",0,0,0,0,2020-02-20
"Nordeste","PI",0,0,0,0,2020-02-21
"Nordeste","PI",0,0,0,0,2020-02-22
"Nordeste","PI",0,0,0,0,2020-02-23
"Nordeste","PI",0,0,0,0,2020-02-24
"Nordeste","PI",0,0,0,0,2020-02-25
"Nordeste","PI",0,0,0,0,2020-02-26
"Nordeste","PI",0,0,0,0,2020-02-27
"Nordeste","PI",0,0,0,0,2020-02-28
"Nordeste","PI",0,0,0,0,2020-02-29
"Nordeste","PI",0,0,0,0,2020-03-01
"Nordeste","PI",0,0,0,0,2020-03-02
"Nordeste","PI",0,0,0,0,2020-03-03
"Nordeste","PI",0,0,0,0,2020-03-04
"Nordeste","PI",0,0,0,0,2020-03-05
"Nordeste","PI",0,0,0,0,2020-03-06
"Nordeste","PI",0,0,0,0,2020-03-07
"Nordeste","PI",0,0,0,0,2020-03-08
"Nordeste","PI",0,0,0,0,2020-03-09
"Nordeste","PI",0,0,0,0,2020-03-10
"Nordeste","PI",0,0,0,0,2020-03-11
"Nordeste","PI",0,0,0,0,2020-03-12
"Nordeste","PI",0,0,0,0,2020-03-13
"Nordeste","PI",0,0,0,0,2020-03-14
"Nordeste","PI",0,0,0,0,2020-03-15
"Nordeste","PI",0,0,0,0,2020-03-16
"Nordeste","PI",0,0,0,0,2020-03-17
"Nordeste","PI",0,0,0,0,2020-03-18
"Nordeste","PI",0,0,0,0,2020-03-19
"Nordeste","PI",0,0,0,0,2020-03-20
"Nordeste","PI",0,0,0,0,2020-03-21
